id,city_name,restaurant_url,restaurant_name,restaurant_cuisines,restaurant_locality,restaurant_rating,cost_for_two,count_of_ratings,offers
658,thodupuzha,https://www.swiggy.com/restaurants/tamam-kuzhimanthi-vengalloor-thodupuzha-thodupuzha-647100,Tamam Kuzhimanthi,"Arabian, Kerala",Thodupuzha,4.2,₹210 for two,100+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; FLAT ₹150 OFF; 20% OFF UPTO ₹120
659,tiptur,https://www.swiggy.com/restaurants/kamath-hotel-b-h-road-tiptur-locality-tiptur-377947,Kamath Hotel,"Chinese, North Indian, South Indian, Ice Cream",Tiptur Locality,3.7,₹100 for two,100+ ratings,FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
660,tinsukia,https://www.swiggy.com/restaurants/the-fusion-kitchen-rangagora-road-chalia-nagar-tinsukia-658542,The Fusion Kitchen,"Indian, Chinese, Tandoor",Chalia Nagar,3.8,₹450 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
661,tiptur,https://www.swiggy.com/restaurants/e2p-pizza-burger-vidya-nagar-tiptur-locality-tiptur-558086,E2P pizza burger,"Chinese, Burgers, Pizzas",Tiptur Locality,3.5,₹250 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
662,thodupuzha,https://www.swiggy.com/restaurants/chicking-thodupuzha-thodupuzha-260619,Chicking,"Snacks, Grill, Fast Food, American, Pizzas, Mexican, Beverages",Thodupuzha,4.1,₹250 for two,500+ ratings,40% OFF UPTO ₹80; Free Onamdelight; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
663,thodupuzha,https://www.swiggy.com/restaurants/dominos-pizza-city-mall-thodupuzha-thodupuzha-588305,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",Thodupuzha,4.2,₹400 for two,100+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
664,tinsukia,https://www.swiggy.com/restaurants/payash-sweets-and-chat-sardar-market-assam-786125-tinsukia-223683,Payash Sweets & Chat,"North Indian, South Indian, Chinese",Assam 786125,3.9,₹300 for two,1K+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
665,tinsukia,https://www.swiggy.com/restaurants/krishna-sweets-and-snacks-nau-pukhri-road-chalia-nagar-tinsukia-401359,Krishna Sweets & Snacks,"South Indian, Sweets, Chaat, Snacks",Chalia Nagar,3.9,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
666,tinsukia,https://www.swiggy.com/restaurants/mbs-sweets-and-snacks-devi-pukhuri-road-assam-786125-tinsukia-324387,MB's Sweets & Snacks,"Chinese, South Indian",Assam 786125,3.9,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
667,tinsukia,https://www.swiggy.com/restaurants/mama-bhagne-fast-food-bahbari-gaon-chalia-nagar-tinsukia-353822,Mama Bhagne Fast Food,"North Indian, Indian",Chalia Nagar,3.4,₹250 for two,500+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
668,tinsukia,https://www.swiggy.com/restaurants/kens-kitchen-chinapatty-assam-786125-tinsukia-223702,Kens Kitchen,Chinese,Assam 786125,4,₹300 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
669,tinsukia,https://www.swiggy.com/restaurants/sir-gnb-road-assam-786125-tinsukia-332849,SIR,South Indian,Assam 786125,4,₹300 for two,1K+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
670,tinsukia,https://www.swiggy.com/restaurants/big-boss-restaurant-at-road-tinkonia-tinsukia-223700,Big Boss Restaurant,"North Indian, Chinese",TINKONIA,4,₹400 for two,5K+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
671,tinsukia,https://www.swiggy.com/restaurants/mons-bakery-rongagora-road-chalia-nagar-tinsukia-223692,Mons Bakery,Bakery,Chalia Nagar,4,₹250 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
672,tinsukia,https://www.swiggy.com/restaurants/pg-food-plaza-gnb-road-daily-bazar-tinsukia-223696,PG Food Plaza,"North Indian, South Indian, Chinese, Mughlai",Daily Bazar,3.7,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
673,tindivanam,https://www.swiggy.com/restaurants/taj-thalappakatti-biriyani-khader-usen-street-tindivanam-locality-tindivanam-529210,Taj Thalappakatti Biriyani,Biryani,Tindivanam Locality,4.2,Currently,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
674,tindivanam,https://www.swiggy.com/restaurants/heritage-pondy-restaurant-and-tea-snacks-juice-sho-vittalapuram-road-tindivanam-locality-tindivanam-526609,"Heritage Pondy Restaurant And Tea Snacks,Juice Sho","Chinese, North Indian, Snacks, Lebanese",Tindivanam Locality,4.2,Currently,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
675,tindivanam,https://www.swiggy.com/restaurants/hotel-kkcr-edaiyankulam-tindivanam-locality-tindivanam-536124,Hotel Kkcr,"South Indian, Indian, Chinese",Tindivanam Locality,3.6,Currently,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
676,tindivanam,https://www.swiggy.com/restaurants/hotel-indian-mailam-road-tindivanam-locality-tindivanam-526640,Hotel Indian,"Indian, Biryani, Thalis",Tindivanam Locality,3.5,Currently,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
677,tindivanam,https://www.swiggy.com/restaurants/hotel-vasantha-bhavan-gst-road-tindivanam-locality-tindivanam-550741,Hotel Vasantha Bhavan,"South Indian, Chinese, Beverages",Tindivanam Locality,3.9,Currently,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
678,tindivanam,https://www.swiggy.com/restaurants/fb-cakes-nehru-street-tindivanam-locality-tindivanam-661813,FB Cakes,"Bakery, Sweets, Snacks",Tindivanam Locality,,Currently,Too Few Ratings,FLAT 60% OFF; 40% OFF UPTO ₹80; FLAT ₹100 OFF; FLAT 15% OFF; 40% OFF UPTO ₹120
679,tindivanam,https://www.swiggy.com/restaurants/classic-rider-cafe-bharathi-street-tindivanam-locality-tindivanam-601843,Classic Rider Cafe,"Arabian, Fast Food, Snacks, Beverages",Tindivanam Locality,,Currently,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
680,tindivanam,https://www.swiggy.com/restaurants/chennai-kulfi-gandhi-silai-tindivanam-locality-tindivanam-541267,Chennai Kulfi,"Ice Cream, Beverages, Chinese, Fast Food",Tindivanam Locality,4.1,Currently,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
681,thodupuzha,https://www.swiggy.com/restaurants/pizza-hut-pulimootti-thodupuzha-thodupuzha-508864,Pizza Hut,Pizzas,Thodupuzha,3.7,₹350 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
682,suratgarh,https://www.swiggy.com/restaurants/grill-masters-bikaner-road-central-suratgarh-suratgarh-625964,Grill Masters,"Pizzas, Fast Food, Burgers, Beverages, Snacks",Central Suratgarh,3.9,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
683,tadepalligudem,https://www.swiggy.com/restaurants/rahmans-dum-biryani-geeta-mandir-street-subbaraopet-tadepalligudem-165256,Rahman's Dum Biryani,Biryani,Subbaraopet,3.1,₹250 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; Free Free Delight; FLAT ₹175 OFF; 40% OFF UPTO ₹120
684,surat,https://www.swiggy.com/restaurants/24-carats-mithai-magic-mali-ni-wadi-new-textile-market-surat-421796,24 Carats Mithai Magic,"Desserts, Ice Cream",New Textile Market,4.7,₹500 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
685,surat,https://www.swiggy.com/restaurants/mahalaxmi-pav-bhaji-lal-darwaja-haripura-surat-161776,Mahalaxmi Pav Bhaji,Fast Food,Haripura,4.4,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
686,surat,https://www.swiggy.com/restaurants/mudita-ni-mithaio-navdi-bandar-road-nanpura-surat-75316,Mudita Ni Mithaio,Desserts,Nanpura,4.5,₹230 for two,10K+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
687,surat,https://www.swiggy.com/restaurants/center-point-gandhi-smruti-timaliyawad-nanpura-surat-352546,Center Point -Gandhi Smruti,"Chinese, Burgers, Pizzas",Nanpura,4,₹200 for two,10K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
688,surat,https://www.swiggy.com/restaurants/la-pinoz-pizza-kotsafil-main-road-bhagal-surat-441714,La Pino'z Pizza,"Pizzas, Pastas, Italian, Desserts, Beverages",Bhagal,4,₹300 for two,1K+ ratings,50% OFF UPTO ₹100; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
689,srikakulam,https://www.swiggy.com/restaurants/four-seasons-multicuisine-restaurant-day-and-night-junction-gujarathipeta-srikakulam-197376,Four Seasons Multicuisine Restaurant,"Biryani, Tandoor, Chinese, South Indian",Gujarathipeta,3.8,₹300 for two,1K+ ratings,FLAT ₹100 OFF; 50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
690,srikakulam,https://www.swiggy.com/restaurants/friends-fast-food-center-chinna-bazar-road-gujarathipeta-srikakulam-546577,Friends Fast Food Center,"North Indian, Fast Food, Chinese, Snacks, Pizzas, Beverages, Biryani",Gujarathipeta,3.7,₹200 for two,500+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
691,surat,https://www.swiggy.com/restaurants/jay-jalaram-thali-kaji-maidan-gopipura-surat-205488,Jay Jalaram Thali,"North Indian, Biryani, Punjabi, Chinese",Gopipura,3.5,₹130 for two,10K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; Free Gulab Jamun; FLAT ₹175 OFF; 40% OFF UPTO ₹120
692,srikakulam,https://www.swiggy.com/restaurants/spicy-pizza-and-more-new-bridge-road-gujarathipeta-srikakulam-663625,Spicy Pizza and More,"Pizzas, Burgers, Beverages",Gujarathipeta,3.8,₹300 for two,20+ ratings,40% OFF UPTO ₹80; FLAT 25% OFF; 25% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
693,srikakulam,https://www.swiggy.com/restaurants/relax-family-restaurant-ramalakshmana-junction-gujarathipeta-srikakulam-197092,Relax Family Restaurant,"Biryani, South Indian",Gujarathipeta,3.8,₹200 for two,5K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
694,srikakulam,https://www.swiggy.com/restaurants/hotel-vineela-ramalaxman-junction-gujarathipeta-srikakulam-335463,Hotel Vineela,Biryani,Gujarathipeta,3.8,₹300 for two,1K+ ratings,50% OFF UPTO ₹100; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; FLAT ₹175 OFF
695,srikakulam,https://www.swiggy.com/restaurants/prakash-chat-parlour-ambedkar-junction-gujarathipeta-srikakulam-427328,Prakash Chat Parlour,Chaat,Gujarathipeta,4,₹80 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
696,srikakulam,https://www.swiggy.com/restaurants/ayyappa-food-zone-ramlaxman-road-gujarathipeta-srikakulam-577343,Ayyappa Food Zone,"Chinese, Indian, Biryani",Gujarathipeta,3.8,₹250 for two,1K+ ratings,60% OFF UPTO ₹120; Free Free Delight; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
697,srikakulam,https://www.swiggy.com/restaurants/hai-bakery-chef-lb-colony-gujarathipeta-srikakulam-197371,Hai Bakery Chef,"Snacks, Beverages, Bakery",Gujarathipeta,3.9,₹150 for two,1K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
698,srikakulam,https://www.swiggy.com/restaurants/fresh-choice-patisserie-bakery-and-cafe-chinna-bazar-gujarathipeta-srikakulam-397547,Fresh Choice Patisserie bakery & cafe,Bakery,Gujarathipeta,4,₹300 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
699,solapur,https://www.swiggy.com/restaurants/slurpy-shakes-swapn-bunglow-central-solapur-solapur-561774,Slurpy Shakes,"Beverages, Ice Cream, Desserts",Central Solapur,4.4,₹200 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
700,solapur,https://www.swiggy.com/restaurants/burger-it-up-swapn-bunglow-central-solapur-solapur-561850,Burger It Up,"Burgers, Beverages, Desserts, American, Cafe",Central Solapur,4,₹200 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
701,solan,https://www.swiggy.com/restaurants/pizza-hut-amolak-towers-solan-town-solan-407806,Pizza Hut,Pizzas,Solan Town,3.7,₹350 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
702,solapur,https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-swapn-bunglow-central-solapur-solapur-562247,Kaati Zone Rolls & Wraps,"Fast Food, Bengali, Beverages, Desserts",Central Solapur,3.7,₹200 for two,50+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
703,solapur,https://www.swiggy.com/restaurants/the-dessert-zone-st-joseph-high-school-road-central-solapur-solapur-561514,The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",Central Solapur,3.9,₹200 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
704,solapur,https://www.swiggy.com/restaurants/mcdonalds-murarji-peth-central-solapur-solapur-140896,McDonald's,"Burgers, Beverages, Cafe, Desserts",Central Solapur,4,₹400 for two,1K+ ratings,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
705,solapur,https://www.swiggy.com/restaurants/warmoven-cake-and-desserts-st-joseph-high-school-central-solapur-solapur-562089,WarmOven Cake & Desserts,"Bakery, Desserts, Ice Cream, Beverages",Central Solapur,4,₹200 for two,50+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
706,solapur,https://www.swiggy.com/restaurants/kouzina-kafe-the-food-court-st-joseph-high-school-central-solapur-solapur-561765,Kouzina Kafe - The Food Court,"Bakery, Desserts, Ice Cream, Beverages",Central Solapur,3.8,₹200 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
707,solapur,https://www.swiggy.com/restaurants/kfc-keshav-nagra-central-solapur-solapur-655335,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Central Solapur,3.8,₹400 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
708,solan,https://www.swiggy.com/restaurants/la-pinoz-pizza-mauza-basal-patti-kather-solan-town-solan-594430,La Pino'z Pizza,"Pizzas, Pastas, Italian, Desserts, Beverages",Solan Town,3.7,₹300 for two,100+ ratings,50% OFF UPTO ₹100; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
709,solapur,https://www.swiggy.com/restaurants/momo-zone-the-momo-company-st-joseph-high-school-central-solapur-solapur-561515,Momo Zone - The Momo Company,"Chinese, Tibetan, Fast Food",Central Solapur,3.7,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
710,solapur,https://www.swiggy.com/restaurants/dominos-pizza-budhwar-peth-central-solapur-solapur-620978,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",Central Solapur,4.2,₹400 for two,50+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
711,siwan,https://www.swiggy.com/restaurants/afc-mahadeva-road-fathepur-siwan-428248,AFC,"Meat, Chinese, Burgers, Pizzas",Fathepur,3.5,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
712,siwan,https://www.swiggy.com/restaurants/pizza-the-dhaba-and-chaat-chatore-rajendra-path-fathepur-siwan-584531,Pizza The Dhaba & Chaat Chatore,"Chaat, Pizzas, Beverages, Fast Food, Chinese, Snacks, North Indian",Fathepur,3.5,₹250 for two,100+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
713,siwan,https://www.swiggy.com/restaurants/pizza-hub-jai-parkash-nagar-fathepur-siwan-346219,Pizza Hub,Italian,Fathepur,3.1,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
714,siwan,https://www.swiggy.com/restaurants/winni-cakes-and-more-tulsinagar-fathepur-siwan-724478,Winni Cakes And More,"Bakery, Fast Food, Pizzas, Burgers",Fathepur,4,₹300 for two,5 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
715,siwan,https://www.swiggy.com/restaurants/stylish-kafe-siswan-tola-fathepur-siwan-202614,Stylish Kafe,Chinese,Fathepur,3.5,₹100 for two,1K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
716,siwan,https://www.swiggy.com/restaurants/red-chillie-restuarant-babunia-road-fathepur-siwan-202524,Red Chillie Restuarant,"North Indian, Chinese",Fathepur,3.5,₹200 for two,1K+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
717,siwan,https://www.swiggy.com/restaurants/dosa-plaza-and-restaurant-new-annapurnna-sweets-naya-bazar-fathepur-siwan-220626,Dosa Plaza & Restaurant (New Annapurnna Sweets).,"Chinese, South Indian",Fathepur,2.9,₹150 for two,500+ ratings,10% OFF UPTO ₹40; FLAT ₹75 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
718,siwan,https://www.swiggy.com/restaurants/red-heaven-restaurant-kagzi-muhalla-fathepur-siwan-326913,Red Heaven Restaurant,"Indian, Continental, Biryani, South Indian",Fathepur,3.8,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
719,siwan,https://www.swiggy.com/restaurants/amrapali-cafe-and-family-resturant-dav-college-more-fathepur-siwan-450872,Amrapali Cafe And Family Resturant,"North Indian, Chinese, Pizzas",Fathepur,3.1,₹200 for two,100+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹150 OFF; 30% OFF UPTO ₹150; 40% OFF UPTO ₹120
720,siwan,https://www.swiggy.com/restaurants/yumminos-pizza-station-road-fathepur-siwan-202518,Yumminos Pizza,Italian,Fathepur,3.9,₹150 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
721,solan,https://www.swiggy.com/restaurants/biggies-burger-khater-solan-town-solan-721582,Biggies Burger,"American, Italian, Chinese, Desserts",Solan Town,3.8,₹300 for two,5 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
722,solan,https://www.swiggy.com/restaurants/five-star-chicken-degree-college-gate-solan-town-solan-728389,Five Star Chicken,"Chinese, Snacks, Beverages",Solan Town,,₹200 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
723,solan,https://www.swiggy.com/restaurants/brewbakes-rajgarh-rd-solan-town-solan-552096,Brewbakes,"Beverages, Fast Food, Italian-American",Solan Town,2.5,₹500 for two,10+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
724,solan,https://www.swiggy.com/restaurants/pizza-house-bajoral-khurd-solan-town-solan-642259,Pizza House,"Pizzas, Chinese, Burgers",Solan Town,4,₹150 for two,20+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
725,solan,https://www.swiggy.com/restaurants/rolls-nation-the-mall-road-solan-town-solan-711448,Rolls Nation,"Snacks, Burgers, Fast Food, Mexican, Beverages",Solan Town,3.1,₹299 for two,10+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
726,solan,https://www.swiggy.com/restaurants/gupta-ji-food-corner-kotlanala-solan-town-solan-689430,Gupta Ji Food Corner,"North Indian, Chinese, Burgers",Solan Town,,₹100 for two,,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
727,solan,https://www.swiggy.com/restaurants/roll-xpress-platinum-mall-solan-town-solan-581533,Roll Xpress,"Snacks, Beverages, Fast Food",Solan Town,4.1,₹250 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
728,solan,https://www.swiggy.com/restaurants/costa-coffee-amolak-towers-solan-town-solan-472317,Costa Coffee,Beverages,Solan Town,4,₹450 for two,20+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
729,sri-ganganagar,https://www.swiggy.com/restaurants/agra-chat-bhandar-gol-bazar-saraswati-nagar-sri-ganganagar-151988,Agra Chat Bhandar,"Chinese, South Indian, Burgers, Ice Cream",Saraswati Nagar,3.9,₹100 for two,10K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
730,sri-ganganagar,https://www.swiggy.com/restaurants/snakkers-jawahar-nagar-saraswati-nagar-sri-ganganagar-739555,Snakkers,"Fast Food, Pizzas, Pastas, Chinese",Saraswati Nagar,4.1,₹249 for two,20+ ratings,30% OFF UPTO ₹75; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
731,srikakulam,https://www.swiggy.com/restaurants/ayyappa-food-express-town-hall-street-gujarathipeta-srikakulam-241522,Ayyappa Food Express,Biryani,Gujarathipeta,3.7,₹200 for two,1K+ ratings,60% OFF UPTO ₹120; Free Free Delight; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
732,sri-ganganagar,https://www.swiggy.com/restaurants/dosa-plaza-ganganagar-saraswati-nagar-sri-ganganagar-412326,Dosa Plaza,"Chinese, South Indian, Ice Cream, Pizzas",Saraswati Nagar,3.4,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
733,sri-ganganagar,https://www.swiggy.com/restaurants/moti-mahal-delux-ridhi-sidhi-saraswati-nagar-sri-ganganagar-378024,Moti Mahal Delux,"North Indian, Biryani",Saraswati Nagar,3.2,₹300 for two,500+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
734,sri-ganganagar,https://www.swiggy.com/restaurants/down-town-cafe-block-g-saraswati-nagar-sri-ganganagar-151998,Down Town Cafe,"Pizzas, Fast Food, Chinese, Pastas, Ice Cream, Desserts",Saraswati Nagar,3.8,₹100 for two,5K+ ratings,60% OFF UPTO ₹120; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
735,sri-ganganagar,https://www.swiggy.com/restaurants/shaina-cafe-ridhi-sidhi-mall-saraswati-nagar-sri-ganganagar-538406,Shaina Cafe,Fast Food,Saraswati Nagar,3.9,₹200 for two,100+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
